iobs,ca,start_time,int_lo_code,int_area,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c2,c2a,c3,c4,c5,c6,c7,c8,c9_1,c9_2,c9_3,c9_4,c9_5,c9_6,c9_7,c9_8,c9_9,c9_10,c10,c11,c12,c13,c14,c15,c16,c18,c19_1,c19_2,c19_3,c19_4,c19_5,c19_6,c19_7,c19_8,c19_9,c19_10,c19_11,c19_12,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58_1,c58_2,c58_3,c58_4,c58_5,c59,c60,c61,c62,C67,c71,c73
2484,2,1040,2027,5,0,1,0,0,0,0,11,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,1,0,0,0,0,1,0,0,1, , , ,14, , , , ,7,0, , , ,14, , , , ,7,35,35,9999,9999,9999,9999,2, , , ,9999,9999,1,9999,9999,2,11,0,0,0,0,1,2,6,4, ,    ,1,1050
2485,2,1035,2027,5,0,1,0,0,0,0,10,1,1, ,5,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,3,9999,9999,1,31,31,3, , , ,9999,9999,1,10,0,0,0,0,1,1,3,4, ,SK2 ,2,1040
2486,2,1405,2027,5,0,1,0,0,0,0,5,2, ,1,3,2, ,1,1,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,2,2, ,1,HD1 ,2,1410
2487,2,1400,2027,5,0,1,0,0,0,0,5,2, ,2,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD5 ,2,1405
2488,2,1340,2027,5,0,1,0,0,0,0,5,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD6 ,2,1345
2489,2,1320,2027,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD4 ,2,1325
2490,2,1315,2027,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,2,HD4 ,1,1318
2491,2,1310,2020,5,0,1,0,0,0,0,5,2, ,2,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD2 ,2,1315
2492,2,1305,2027,5,0,1,0,0,0,0,5,2, ,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,1,1, ,1,WF10,1,1310
2493,2,1245,2027,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,1,1, ,1,HD1 ,2,1248
2494,2,1235,2027,5,0,1,0,0,0,0,5,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD1 ,2,1240
2495,2,1205,2027,5,0,1,0,0,0,0,5,2, ,1,3,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,0,0,0,1,1, ,1,HD3 ,2,1210
2496,2,1200,2027,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD3 ,2,1205
2497,2,1148,2027,5,0,1,0,0,0,0,5,2, ,1,12,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,2,1, ,1,HD7 ,1,1156
2498,2,1140,2027,5,0,1,0,0,0,0,5,2, ,1,7,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,2,2, ,1,S63 ,1,1145
2499,2,1130,2027,5,0,1,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,2,5, ,1,HD5 ,2,1135
2500,2,1128,2027,5,0,1,0,0,0,0,5,2, ,1,4,2, ,1,1,0,0,1,0,0,0,0,0,0,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,0,0,0,0,2,1, ,1,BD19,1,1135
2501,2,1120,2027,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,0,0,0,0,1,1,1, ,1,HD1 ,1,1125
2502,2,1115,2027,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,2,2, ,1,HD3 ,1,1118
2503,2,1110,2020,5,0,1,0,0,0,0,5,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,0,0,0,1,5, ,1,WF14,1,1114
2504,2,1100,2027,5,0,1,0,0,0,0,4,2, ,1,2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,S18 ,2,1105
2505,2,1055,2027,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,1,0,0,0,0,0,0, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD5 ,2,1100
2506,2,1050,2027,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,0,0,0,1,1, ,1,WF2 ,1,1055
2507,2,1020,2027,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,0,0,0,0,1,1,1, ,1,HD5 ,1,1025
2508,2,1015,2027,5,0,1,0,0,0,0,3,2, ,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,2,1, ,2,HD6 ,2,1018
2509,2,1014,2016,5,1,1,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,2, , , , , ,2,2,100,4,180,4,2, , , ,2,70,4,9999,9999,1,4,1,0,0,0,0,1,1,1, ,CV32,2,1020
2510,2,1025,2016,5,0,1,0,0,0,0,10,1,1, ,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,1, , , , , ,2,1,10,4,0,9999,2, , , ,9999,9999,4,5,4,1,11,1,0,1,0,0,1,1,1, ,NG16,1,1031
2511,2,1137,2016,5,1,1,1,0,0,0,10,1,1, ,2,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,1,0,0, , , , ,2, , , , ,3, , , , ,2, , , , ,3,5,5,100,2,250,2,1,20,40,2, , , ,40,2,1,10,0,0,0,0,1,1,1,3, ,PO7 ,1,1140
2512,2,1221,2016,5,0,1,0,0,0,0,8,1,1, ,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,50,2,0,9999,1,50,100,2, , , ,50,2,1,2,1,0,0,0,0,1,2,1, ,SE14,2,1228
2513,2,1108,2016,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,2,BD22,1,1110
2514,2,1111,2016,5,0,1,0,0,0,0,5,2, ,1,6,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,BD22,2,1114
2515,2,1114,2016,5,0,1,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,BD22,2,1117
2516,2,1117,2016,5,0,1,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,0,0,0,0,1,1,2, ,1,BD14,2,1119
2517,2,1120,2016,5,1,1,0,0,0,0,5,2, ,1,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,BD16,1,1123
2518,2,1124,2016,5,1,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,0,0,0,0,1,1,1, ,1,BD21,1,1127
2519,2,1128,2016,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,1,0,0,1,1, ,1,BD13,1,1131
2520,2,1132,2016,5,1,1,0,0,0,0,5,2, ,1,6,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,1, ,1,BD13,1,1135
2521,2,1142,2016,5,0,1,0,0,0,0,5,2, ,1,7,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,1,1, ,1,BD22,2,1145
2522,2,1217,2016,5,0,1,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,2, ,1,BD16,1,1220
2523,2,1105,2016,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,1,1, ,1,BD14,2,1108
2524,2,1102,2016,5,0,1,0,0,0,0,5,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,BD22,2,1105
2525,2,1058,2016,5,1,1,0,0,0,0,5,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,6,BD21,2,1101
2526,2,1054,2016,5,0,1,0,0,0,0,1,2, ,1,6,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,LS25,2,1057
2527,2,1048,2016,5,1,1,0,0,0,0,5,2, ,1,3,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,BD22,2,1051
2528,2,1043,2016,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,0,1,0,0,1,1, ,1,BD16,1,1046
2529,2,1040,2016,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,BD13,2,1042
2530,2,1036,2016,5,0,1,0,0,0,0,5,2, ,1,3,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,0,0,0,0,1,1, ,1,BD22,1,1039
2531,2,1032,2016,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,1,0,0,1,1, ,1,BD13,2,1035
2532,2,1025,2016,5,0,1,0,0,0,0,5,2, ,1,1,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,6,BD22,2,1028
2533,2,1021,2016,5,1,1,0,0,0,0,5,2, ,1,11,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,0,0,0,0,1,1,1, ,1,BD16,1,1024
2534,2,1010,2016,5,1,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,1,0,0,0,0,0,0, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,BD22,2,1013
2535,2,1005,2016,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,1, ,1,HD7 ,2,1008
2536,2,1001,2016,5,1,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,BD22,2,1004
2537,2,952,2016,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,BD18,2,955
2538,2,941,2016,5,0,1,0,0,0,0,5,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,BD22,1,945
2539,2,1555,2029,5,0,1,0,0,0,0,5,2, ,1,3,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,1,1, ,1,HD7 ,2,1600
2540,2,1545,2029,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD9 ,2,1550
2541,2,1535,2029,5,0,1,0,0,0,0,5,2, ,1,12,2, ,1,0,0,0,1,0,0,0,0,0,0, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,1,0,0,2,2, ,1,HD7 ,2,1540
2542,2,1525,2029,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,2,3, ,1,HD9 ,2,1530
2543,2,1520,2029,5,0,1,0,0,0,0,5,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,0,0,1,0,0,1,2, ,1,HD7 ,2,1525
2544,2,1500,2029,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,2, ,1,HD7 ,2,1505
2545,2,1445,2029,5,0,1,0,0,0,0,5,2, ,1,7,2, ,1,0,1,0,0,0,0,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,0,0,0,0,1,2,1, ,1,HD9 ,2,1448
2546,2,1435,2029,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,3,2, ,1,HD9 ,2,1440
2547,2,1425,2029,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,1, ,1,HD9 ,2,1430
2548,2,1415,2029,5,0,1,0,0,0,0,5,2, ,1,6,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,0,0,0,1,2, ,1,S36 ,2,1420
2549,2,1410,2029,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,2,1, ,1,HD9 ,2,1415
2550,2,1400,2029,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,1,0,0,1,1, ,1,WF5 ,2,1405
2551,2,1350,2029,5,0,1,0,0,0,0,5,2, ,1,2,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,HD9 ,2,1355
2552,2,1340,2029,5,0,1,0,0,0,0,5,2, ,1,15,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,HD9 ,2,1345
2553,2,1330,2029,5,0,1,0,0,0,0,5,2, ,1,16,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,1,0,0,2,2, ,2,HD8 ,2,1335
2554,2,1310,2029,5,0,1,0,0,0,0,5,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,0,1,5, ,1,WF8 ,2,1315
2555,2,1300,2029,5,0,1,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,1,0,0,2,3, ,1,S60 ,2,1305
2556,2,1240,2029,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,1,0,0,3,2, ,1,HD8 ,2,1245
2557,2,1230,2029,5,0,1,0,0,0,0,5,2, ,1,20,2, ,1,0,0,0,1,0,0,1,0,0,0, , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,1,0,0,3,3, ,1,HD9 ,2,1235
2558,2,1210,2029,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,0,0,1,0,0,2,2, ,1,HD7 ,2,1215
2559,2,1605,2029,5,0,1,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,1, , , , , , , , , ,0, , , , , ,2,2,50,2,51,2,3, , , , , , ,10,2,1,3,0,0,1,0,0,1,1,2, ,B44 ,2,1610
2560,2,1510,2029,5,0,1,0,0,0,0,10,1,2, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,6, , , , , , , , , ,7, , , , , ,12,11,10,1,30,1,3, , , , , , ,5,1,2,11,0,0,0,0,1,1,1,2, ,NN4 ,2,1515
2561,2,1320,2029,5,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,1,0,0,0,0,0,0,0,0,0,0, ,1, , , , , , , , , ,0, , , , , , , , ,3,2,20,2,65,2,3, , , , , , ,15,2,1,1,0,0,0,0,1,2,2,2, ,DN33,2,1325
2562,2,1250,2029,5,0,1,0,0,0,0,10,1,1, ,8,2, ,1,0,0,0,0,0,0,1,0,0,0, , , , , , ,1,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,0, , , , , ,7,7,50,2,110,5,3, , , , , , ,10,2,2,11,0,0,1,0,0,3,3,3, ,DE56,2,1255
2563,2,1220,2029,5,0,1,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,2, , , , , ,2,2,0,2,0,2,3, , , , , , ,5,2,2,11,0,0,1,0,0,2,2,1, ,DN22,3,1225
2564,2,1615,2029,5,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,2,9999,9999,1,47,9999,2, , , ,9999,9999,2,13,0,0,0,0,1,1,1,1, ,OL7 ,2,1620
2565,2,1435,2029,5,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,9999,9999,2, , , ,120,9999,2,10,2,1,3,1,0,0,0,0,1,1,4, ,WR7 ,2,1440
2566,2,1405,2029,5,1,1,0,0,0,0,10,1,1, ,12,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,2, , , , , ,2,2,200,9,135,2,2, , , ,5,50,2,9999,9999,1,2,1,0,0,0,0,1,1,1, ,B47 ,2,1410
2567,2,1300,2029,5,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,0, , , , , ,4,3,20,2,9999,9999,2, , , ,10,50,9999,30,2,1,1,1,0,0,0,0,1,1,1, ,WR9 ,2,1305
2568,2,1250,2029,5,0,1,0,0,0,0,10,1,1, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,9999,9999,2, , , ,20,20,1,9999,1,1,11,0,0,0,0,1,1,1,1, ,LE10,2,1255
2569,2,1155,2029,5,0,1,0,0,0,0,10,1,1, ,9,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,9999,9999,2, , , ,5,100,2,9999,9999,1,8,1,0,0,0,0,2,1,1, ,SK3 ,2,1200
2570,2,1145,2029,5,0,1,0,0,0,0,10,1,1, ,2,1,1,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,9999,9999,2, , , ,20,20,2,9999,9999,1,9,0,0,0,0,1,2,1,4, ,NG23,2,1150
2571,2,1605,2029,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,HD9 ,2,1610
2572,2,1600,2029,5,0,1,0,0,0,0,5,2, ,1,3,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HD9 ,2,1605
2573,2,1550,2029,5,1,1,0,0,0,0,5,2, ,1,3,2, ,1,1,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,WF4 ,2,1555
2574,2,1540,2029,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,0,0,0,0,1,1, ,1,HD9 ,2,1545
