iobs,ca,start_time,int_lo_code,int_area,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c2,c2a,c3,c4,c5,c6,c7,c8,c9_1,c9_2,c9_3,c9_4,c9_5,c9_6,c9_7,c9_8,c9_9,c9_10,c10,c11,c12,c13,c14,c15,c16,c18,c19_1,c19_2,c19_3,c19_4,c19_5,c19_6,c19_7,c19_8,c19_9,c19_10,c19_11,c19_12,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58_1,c58_2,c58_3,c58_4,c58_5,c59,c60,c61,c62,C67,c71,c73
111,1,1045,1008,1,1,0,0,0,0,0,1,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,0,0,0,0,1,1, ,1,LS20,2,1050
112,1,1035,1008,1,1,0,0,0,0,0,1,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,1,0,0,2,2, ,1,LS18,2,1040
113,1,1030,1008,1,1,0,0,0,0,0,1,2, ,1,9,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,1,0,0,1,1, ,1,LS21,1,1033
114,1,1025,1008,1,1,0,0,0,0,0,1,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,0,0,0,0,1,1,1, ,1,LS16,2,1028
115,1,1015,1008,1,1,0,0,0,0,0,1,2, ,1,1,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,2,5, ,1,LS29,2,1020
116,1,1005,1008,1,1,0,0,0,0,0,1,2, ,1,4,2, ,1,0,0,0,0,0,0,1,0,0,0, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,1,0,0,1,2, ,1,LS6 ,2,1015
117,1,950,1008,1,1,0,0,0,0,0,1,2, ,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,LS21,1,954
118,1,945,1008,1,1,0,0,0,0,0,1,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,LS13,1,950
119,1,1320,1002,1,1,0,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , ,1, , , , , , , , , ,1,1,3,1,0,0,3, , , , , , ,0,0,1,9,1,0,0,0,0,1,1,1, ,LA13,2,1325
120,1,1306,1002,1,1,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , ,1, , , , , , , , , ,1,1,10,1,0,1,3, , , , , , ,0,0,1,7,1,0,0,0,0,2,2,2, ,DD6 ,2,1310
121,1,1225,1002,1,1,0,1,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,0,0,1,60,9999,2, , , ,0,0,2,11,0,0,0,0,1,2,2,2, ,ST13,2,1234
122,1,1215,1002,1,1,0,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,0,0,3, , , , , , ,0,0,1,8,1,0,0,0,0,2,2,2, ,NG34,2,1220
123,1,1120,1002,1,1,0,0,0,0,0,10,1,1, ,1,1,1,1,0,0,0,0,0,0,0,0,0,1, , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , ,2, , , , , , , , , ,2,2,0,0,0,0,3, , , , , , ,0,0,1,2,1,0,0,0,0,3,3,3, ,TS18,2,1125
124,1,1055,1002,1,1,1,1,0,0,0,10,1,1, ,2,1,1,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,20,9999,2, , , ,0,0,1,5,1,0,0,0,0,2,2,2, ,TQ12,2,1100
125,1,1025,1002,1,1,0,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , ,6, , , , , , , , , ,5,6,5,0,0,0,0,1,5,9999,1, , , ,0,0,1,3,1,0,0,0,0,1,1,1, ,BA22,2,1038
126,1,1030,1002,1,1,0,0,0,0,0,10,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,1, , , ,0,1,1,2,0,0,0,0,1,3,3,3, ,M41 ,2,1034
127,1,1325,1002,1,1,1,0,0,0,0,4,1,4, ,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,0,0,1,14,9999,2, , , ,0,0,2,11,1,0,0,0,0,3,3,1, ,S8 0,2,1330
128,1,1310,1002,1,1,0,0,0,0,0,5,1,3, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,0,0,3, , , , , , ,0,0,2,11,0,0,0,0,1,1,1,1, ,WF1 ,2,1315
129,1,1301,1002,1,1,0,0,0,0,0,1,2, ,1,6,1,1,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,LS9 ,2,1304
130,1,1240,1002,1,1,0,0,0,0,0,1,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,1, ,1,LS11,2,1250
131,1,1235,1002,1,1,0,0,0,0,0,1,2, ,1,3,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,LS9 ,2,1240
132,1,1220,1002,1,1,1,0,0,0,0,5,1,3, ,7,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,9999,9999,9999,5, , , , , , ,9999,9999,2,11,1,0,0,0,0,2,2,2, ,WF17,2,1225
133,1,1155,1002,1,1,0,0,0,0,0,1,2, ,1,1,2, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,2,2, ,2,LS6 ,2,1200
134,1,1150,1002,1,1,0,0,0,0,0,1,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,3, ,1,LS14,2,1154
135,1,1147,1002,1,1,1,0,0,0,0,1,2, ,1,1,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,2,2, ,2,LS12,2,1150
136,1,1140,1002,1,1,0,0,0,0,0,1,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,4,3, ,3,LS12,2,1145
137,1,1135,1002,1,1,0,0,0,0,0,5,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,0,0,5, , , , , , ,9999,9999,2,11,0,0,0,0,1,4,3,3, ,BD11,2,1140
138,1,1115,1002,1,1,0,0,0,0,0,5,1,1, ,4,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,4,0,0,5, , , , , , ,9999,9999,1,1,1,0,0,0,0,2,2,2, ,WF5 ,2,1120
139,1,1005,1017,5,1,0,0,0,0,0,8,1,2, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1, , ,1, , , , , ,0,0, , ,2, , , , , ,3,2,20,2,0,0,2, , , ,9999,9999,2,9999,2,1,2,0,1,0,0,0,1,1,1, ,SW15,2,1010
140,1,1400,1017,5,1,0,0,0,0,0,5,2, ,1,6,2, ,1,0,0,1,1,0,0,0,0,0,0, , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,5,2, ,1,BD10,2,1406
141,1,1350,1017,5,1,0,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,BD14,2,1355
142,1,1330,1017,5,1,0,0,0,0,0,5,2, ,1,4,1,9999,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,2,2, ,1,BD2 ,2,1340
143,1,1320,1017,5,1,0,0,0,0,0,5,2, ,1,8,1,9999,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,0,0,0,0,1,1, ,2,BD9 ,2,1326
144,1,1256,1017,5,1,0,0,0,0,0,1,2, ,1,5,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,0,0,0,0,1,2, ,1,LS6 ,2,1326
145,1,1215,1017,5,1,0,0,0,0,0,5,2, ,1,2,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,BD23,2,1220
146,1,1125,1017,5,1,0,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,0,0,0,0,1,1, ,1,BD23,2,1130
147,1,1100,1017,5,1,0,0,0,0,0,5,2, ,1,5,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,1,1, ,1,BD8 ,2,1105
148,1,1040,1017,5,1,0,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,1,0,0,1,1, ,1,BD23,2,1045
149,1,1025,1017,5,1,0,0,0,0,0,1,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,LS16,2,1030
150,1,1016,1017,5,1,0,0,0,0,0,1,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,0,0,0,0,1,1, ,1,LS18,2,1020
151,1,830,1002,1,1,0,0,0,0,0,8,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , ,1, , , , , , , , , ,2,1,20,1,30,1,1,5,10,3, , , ,20,1,2,11,0,0,1,0,0,2,2,2, ,SE12,1,837
152,1,850,1002,1,1,1,0,0,0,0,10,1,1, ,2,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1, ,0.5, , , , , ,2,0,0, ,0, , , , , ,3.5,2,100,2,160,2,1,20,100,2, , , ,150,2,1,10,1,0,0,0,0,1,1,1, ,NG31,2,855
153,1,901,1002,1,1,0,0,0,0,0,10,1,1, ,6,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,6,0,0,1,15,15,6, , , ,20,1,1,2,0,0,1,0,0,2,2,1, ,SY3 ,2,904
154,1,910,1002,1,1,0,0,0,0,0,10,1,1, ,6,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,4,0,0,1,4,4,1, , , ,0,0,2,11,0,0,1,0,0,2,2,2, ,M4 5,2,918
155,1,920,1002,1,1,1,0,0,0,0,10,1,1, ,2,1,2,2, , , , , , , , , , , , , , , , , ,2,1,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,1, , , , , , , ,2,0,0, , , , , , , ,2,2,30,2,0,2,2, , , ,100,100,2,50,2,1,7,1,0,0,0,0,1,1,1, ,M38 ,2,924
156,1,925,1002,1,1,1,0,0,0,0,10,1,1, ,3,3, ,1,1,1,0,0,0,0,0,0,0,0,2,2, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,1,0,0,1,30,30,1, , , ,20,1,1,2,1,0,0,0,0,1,1,2, ,M20 ,2,929
157,1,930,1002,1,1,0,0,0,0,0,5,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,0,0,1,15,15,2, , , ,10,2,1,3,1,0,0,0,0,2,2,2, ,WF1 ,2,933
158,1,1000,1002,1,1,1,0,0,0,0,11,1,1, ,2,1,9999,2, , , , , , , , , , , , , , , , , ,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1, , ,3, , , , , ,1,1, , ,2, , , , , ,5,4,60,2,9999,2,1,20,40,2, , , ,50,2,1,1,1,0,0,0,0,1,1,1, ,    ,1,1007
159,1,1015,1002,1,1,1,0,0,0,0,11,1,1, ,2,1,1,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2.5,0.5, , , , , , ,0,0,4,0, , , , , , ,5,4,70,1,40,1,1,30,130,1, , , ,15,1,2,11,0,0,0,0,1,1,1,1, ,    ,2,1020
160,1,1035,1002,1,1,1,1,0,0,0,10,1,1, ,2,1,1,2, , , , , , , , , , , , , , , , , ,2,1,0,1,1,0,0,0,0,0,0,0,0,1, ,2,1, , , , , , ,1, ,1,1, , , , , , ,4,3,50,1,25,1,1,15,60,1, , , ,20,1,1,1,1,0,0,0,0,1,1,1, ,B79 ,1,1040
161,1,1055,1002,1,1,0,0,0,0,0,5,1,1, ,3,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,3,0,0,1,4,12,3, , , ,30,3,1,10,0,0,1,0,0,1,1,1, ,BD19,2,1105
162,1,1140,1002,1,1,1,0,0,0,0,10,1,1, ,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,1, , , ,1, , , , , ,0, , , ,2, , , , , ,2,2,60,2,0,0,1,10,20,2, , , ,50,2,1,10,0,0,0,0,1,5,2,2, ,DN20,1,1147
163,1,840,1002,1,1,0,0,0,0,0,1,2, ,1,3,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,1, ,1,LS28,1,845
164,1,859,1002,1,1,0,0,0,0,0,1,2, ,1,4,2, ,1,1,0,0,1,0,0,0,0,0,0,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,LS13,2,905
165,1,905,1002,1,1,1,0,0,0,0,1,2, ,1,4,2, ,1,0,0,1,0,0,0,0,0,0,0, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,WF17,1,909
166,1,920,1002,1,1,0,0,0,0,0,1,2, ,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,0,0,1,0,0,1,1, ,1,LS8 ,1,924
167,1,935,1002,1,1,1,0,0,0,0,1,2, ,1,6,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,0,0,0,1,1, ,1,LS12,2,939
168,1,940,1002,1,1,0,0,0,0,0,1,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,1, ,1,LS28,1,949
169,1,950,1002,1,1,0,0,0,0,0,1,2, ,1,2,2, ,1,0,0,0,1,0,0,0,0,0,0, , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,1,0,0,1,1, ,1,WF17,2,954
170,1,955,1002,1,1,0,0,0,0,0,1,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,LS12,2,959
171,1,1010,1002,1,1,1,1,0,0,0,11,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,1,0,0,0,1,0,1,0,0,2, , ,1, , , ,2, ,3,1, , ,1, , , ,2, ,3,8,8,50,2,500,2,2, , , ,50,400,2,50,2,1,1,0,0,0,0,1,1,1,2, ,    ,2,1015
172,1,1020,1002,1,1,0,0,0,0,0,1,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,LS12,1,1025
173,1,1025,1002,1,1,0,0,0,0,0,1,2, ,1,1,2, ,1,0,0,0,1,0,0,0,0,0,0, , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,1,0,0,1,1, ,1,LS12,2,1030
174,1,1030,1002,1,1,0,0,0,0,0,1,2, ,1,3,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,1,0,1,0,0,1,1, ,1,LS12,2,1035
175,1,1040,1002,1,1,0,0,0,0,0,1,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,LS23,1,1049
176,1,1052,1002,1,1,0,0,0,0,0,1,2, ,1,4,2, ,1,0,0,0,0,0,1,0,0,0,0, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,1,0,0,1,1, ,1,LS15,1,1057
177,1,1100,1002,1,1,0,0,0,0,0,1,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,1,0,0,0,1,1, ,1,LS19,1,1105
178,1,1145,1001,1,1,0,0,0,0,0,5,1,1, ,3,2, ,1,0,0,1,0,0,0,0,0,0,0, , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,4, , , , , , ,9999,9999,1,3,1,0,1,0,0,1,1,1, ,WF19,2,1148
179,1,1135,1001,1,1,0,0,0,0,0,1,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,0,1,0,1,0,1,1, ,1,LS16,2,1140
180,1,1130,1001,1,1,0,0,0,0,0,1,2, ,1,2,3, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,1,0,1,0,1,1, ,1,WF3 ,2,1134
181,1,1047,1001,1,1,0,0,0,0,0,1,2, ,1,5,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,0,1,0,1,0,1,2, ,1,LS17,1,1050
182,1,1042,1001,1,1,0,0,0,0,0,1,2, ,1,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,1,0,1,0,1,5, ,1,LS28,2,1045
183,1,1037,1001,1,1,0,0,0,0,0,1,2, ,1,3,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,1,0,1,1, ,1,LS16,2,1040
184,1,1023,1001,1,1,0,0,0,0,0,5,1,1, ,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,9999,9999,2, , , ,9999,9999,9999,9999,9999,1,3,0,1,1,0,0,5,1,1, ,WF2 ,2,1026
185,1,1008,1001,1,1,0,0,0,0,0,5,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,9999,9999,2, , , ,9999,9999,9999,9999,9999,1,4,1,0,1,0,0,1,1,1, ,WF2 ,2,1013
186,1,947,1001,1,1,1,0,0,0,0,1,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,1,0,0,2,1, ,1,LS14,2,950
187,1,933,1001,1,1,0,0,0,0,0,1,2, ,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,1,0,1,0,1,1, ,1,LS14,2,937
188,1,915,1001,1,1,0,0,0,0,0,1,2, ,1,2,2, ,1,0,1,0,0,0,0,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,1,0,0,1,1, ,1,LS4 ,1,920
189,1,1149,1001,1,1,0,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,2,0,0,1,23,23,2, , , ,15,2,1,1,0,1,0,1,0,2,2,2, ,NG6 ,2,1155
190,1,1100,1001,1,1,0,0,0,0,0,10,1,1, ,3,1,2,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,3,0,0,1,20,20,3, , , ,9999,9999,1,4,1,0,0,1,0,5,1,2, ,BA14,1,1106
191,1,1052,1001,1,1,0,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,4,0,0,1,6,6,4, , , ,5,4,1,11,0,1,0,1,0,1,2,2, ,B93 ,2,1058
192,1,1029,1001,1,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,2, , , , , ,2,2,100,2,90,2,2, , , ,9999,9999,9999,9999,2,1,1,0,1,0,1,0,1,1,1, ,PR9 ,1,1035
193,1,1015,1001,1,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , ,1, , , , , , , , , ,2,1,90,2,180,2,3, , , , , , ,9999,2,2,11,1,0,0,1,0,1,1,1, ,NE21,1,1020
194,1,1000,1001,1,1,1,0,0,0,0,10,1,1, ,2,1,1,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,1, , , ,1, , , , , ,2, , , ,0, , , , , ,2,2,50,2,90,2,1,25,25,2, , , ,30,2,1,1,1,0,0,0,0,1,1,1, ,LA8 ,1,1006
195,1,951,1001,1,1,1,0,0,0,0,10,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , ,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1, , ,1, , , , , ,0,0, , ,2, , , , , ,3,2,70,2,100,2,1,8,18,2, , , ,80,2,1,1,1,0,0,1,0,2,2,1, ,BS31,2,958
196,1,952,1001,1,1,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , ,2, , , , , , , , , ,2,2,5,1,0,1,2, , , ,50,50,1,5,1,1,1,1,0,0,1,0,1,1,1, ,EX12,1,9999
197,1,938,1001,1,1,1,0,0,0,0,10,1,1, ,2,1,1,2, , , , , , , , , , , , , , , , , ,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , ,1,0, , , , , , , , ,2,1,30,2,55,2,1,13,13,2, , , ,100,2,1,11,0,0,0,0,1,5,1,1, ,WN3 ,1,945
198,1,923,1001,1,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,4, , , , , , , , , ,3, , , , , , , , , ,4,3,60,2,150,2,2, , , ,9999,9999,2,100,2,2,11,0,0,1,0,0,1,1,1, ,B62 ,2,929
199,1,857,1001,1,1,1,0,0,0,0,5,1,1, ,2,1,1,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,25,2,100,2,3, , , , , , ,75,2,1,1,1,0,1,0,0,1,1,1, ,M41 ,1,905
